iso2c,iso3c,country,date,indicator_id,value,indicator_category
GB,GBR,United Kingdom,2020,NV.SRV.TOTL.ZS,72.1085854624181,Economic
GB,GBR,United Kingdom,2020,NY.GDP.MKTP.CD,2696778386607.65,Economic
GB,GBR,United Kingdom,2020,NY.GDP.PCAP.CD,40201.6812422928,Economic
GB,GBR,United Kingdom,2020,NY.GDP.PCAP.PP.CD,47987.5832915072,Economic
GB,GBR,United Kingdom,2020,SE.ENR.TERT.FM.ZS,1.25449001789093,Education
GB,GBR,United Kingdom,2020,SE.PRM.CMPT.FE.ZS,99.5981521606445,Education
GB,GBR,United Kingdom,2020,SG.GEN.PARL.ZS,33.8461538461538,Rights
GB,GBR,United Kingdom,2020,SH.STA.MMRT,14,Health
GB,GBR,United Kingdom,2020,SL.TLF.CACT.FE.ZS,58.246,Employment
GB,GBR,United Kingdom,2020,SL.TLF.CACT.FM.ZS,86.8526609307666,Employment
GB,GBR,United Kingdom,2020,SL.UEM.TOTL.FE.ZS,4.156,Employment
GB,GBR,United Kingdom,2020,SP.ADO.TFRT,9.701,Health
GB,GBR,United Kingdom,2020,SP.DYN.LE00.FE.IN,82.4,Health
GB,GBR,United Kingdom,2021,NV.AGR.TOTL.ZS,0.708497418395029,Economic
GB,GBR,United Kingdom,2021,NV.IND.MANF.ZS,8.64632011901637,Economic
GB,GBR,United Kingdom,2021,NV.SRV.TOTL.ZS,72.1667541786996,Economic
GB,GBR,United Kingdom,2021,NY.GDP.MKTP.CD,3143323050707.26,Economic
GB,GBR,United Kingdom,2021,NY.GDP.PCAP.CD,46896.8662432834,Economic
GB,GBR,United Kingdom,2021,NY.GDP.PCAP.PP.CD,50972.2445879987,Economic
GB,GBR,United Kingdom,2021,SE.ENR.TERT.FM.ZS,1.26254999637604,Education
GB,GBR,United Kingdom,2021,SE.PRM.CMPT.FE.ZS,99.404296875,Education
GB,GBR,United Kingdom,2021,SG.GEN.PARL.ZS,34.2592592592593,Rights
GB,GBR,United Kingdom,2021,SH.STA.MMRT,13,Health
GB,GBR,United Kingdom,2021,SL.TLF.CACT.FE.ZS,58,Employment
GB,GBR,United Kingdom,2021,SL.TLF.CACT.FM.ZS,87.7511498426531,Employment
GB,GBR,United Kingdom,2021,SL.UEM.TOTL.FE.ZS,4.594,Employment
GB,GBR,United Kingdom,2021,SP.ADO.TFRT,8.578,Health
GB,GBR,United Kingdom,2021,SP.DYN.LE00.FE.IN,82.671,Health
GB,GBR,United Kingdom,2022,NV.AGR.TOTL.ZS,0.660339419924098,Economic
GB,GBR,United Kingdom,2022,NV.IND.MANF.ZS,8.10840443503634,Economic
GB,GBR,United Kingdom,2022,NV.SRV.TOTL.ZS,71.7931007731073,Economic
GB,GBR,United Kingdom,2022,NY.GDP.MKTP.CD,3114042471144.39,Economic
GB,GBR,United Kingdom,2022,NY.GDP.PCAP.CD,45935.9276473925,Economic
GB,GBR,United Kingdom,2022,NY.GDP.PCAP.PP.CD,58382.9758958382,Economic
GB,GBR,United Kingdom,2022,SE.ENR.TERT.FM.ZS,1.27066004276276,Education
GB,GBR,United Kingdom,2022,SE.PRM.CMPT.FE.ZS,99.8799285888672,Education
GB,GBR,United Kingdom,2022,SG.GEN.PARL.ZS,34.5679012345679,Rights
GB,GBR,United Kingdom,2022,SH.STA.MMRT,15,Health
GB,GBR,United Kingdom,2022,SL.TLF.CACT.FE.ZS,57.703,Employment
GB,GBR,United Kingdom,2022,SL.TLF.CACT.FM.ZS,87.0108720237647,Employment
GB,GBR,United Kingdom,2022,SL.UEM.TOTL.FE.ZS,3.576,Employment
GB,GBR,United Kingdom,2022,SP.ADO.TFRT,8.379,Health
GB,GBR,United Kingdom,2022,SP.DYN.LE00.FE.IN,83.018,Health
