iso2c,iso3c,country,date,indicator_id,value,indicator_category
BR,BRA,Brazil,2019,SL.TLF.CACT.FE.ZS,55.306,Employment
BR,BRA,Brazil,2019,SL.TLF.CACT.FM.ZS,73.823030820775,Employment
BR,BRA,Brazil,2019,SL.UEM.TOTL.FE.ZS,14.35,Employment
BR,BRA,Brazil,2019,SP.ADO.TFRT,50.958,Health
BR,BRA,Brazil,2019,SP.DYN.LE00.FE.IN,79.023,Health
BR,BRA,Brazil,2020,NV.AGR.TOTL.ZS,5.71148511544041,Economic
BR,BRA,Brazil,2020,NV.IND.MANF.ZS,10.6929315691751,Economic
BR,BRA,Brazil,2020,NV.SRV.TOTL.ZS,61.4484446456232,Economic
BR,BRA,Brazil,2020,NY.GDP.MKTP.CD,1476107231194.11,Economic
BR,BRA,Brazil,2020,NY.GDP.PCAP.CD,7074.19378281866,Economic
BR,BRA,Brazil,2020,NY.GDP.PCAP.PP.CD,16101.618305077,Economic
BR,BRA,Brazil,2020,SE.ENR.TERT.FM.ZS,1.30202996730804,Education
BR,BRA,Brazil,2020,SG.GEN.PARL.ZS,14.6198830409357,Rights
BR,BRA,Brazil,2020,SH.STA.MMRT,85,Health
BR,BRA,Brazil,2020,SL.TLF.CACT.FE.ZS,50.338,Employment
BR,BRA,Brazil,2020,SL.TLF.CACT.FM.ZS,70.7978790734308,Employment
BR,BRA,Brazil,2020,SL.UEM.TOTL.FE.ZS,16.25,Employment
BR,BRA,Brazil,2020,SP.ADO.TFRT,47.46,Health
BR,BRA,Brazil,2020,SP.DYN.LE00.FE.IN,77.599,Health
BR,BRA,Brazil,2021,NV.AGR.TOTL.ZS,6.55876261159667,Economic
BR,BRA,Brazil,2021,NV.IND.MANF.ZS,11.9043730103232,Economic
BR,BRA,Brazil,2021,NV.SRV.TOTL.ZS,56.9133841843593,Economic
BR,BRA,Brazil,2021,NY.GDP.MKTP.CD,1670647399034.67,Economic
BR,BRA,Brazil,2021,NY.GDP.PCAP.CD,7972.53665048385,Economic
BR,BRA,Brazil,2021,NY.GDP.PCAP.PP.CD,18075.7060063108,Economic
BR,BRA,Brazil,2021,SE.ENR.TERT.FM.ZS,1.31643998622894,Education
BR,BRA,Brazil,2021,SG.GEN.PARL.ZS,15.2046783625731,Rights
BR,BRA,Brazil,2021,SH.STA.MMRT,128,Health
BR,BRA,Brazil,2021,SL.TLF.CACT.FE.ZS,52.482,Employment
BR,BRA,Brazil,2021,SL.TLF.CACT.FM.ZS,71.9779466220479,Employment
BR,BRA,Brazil,2021,SL.UEM.TOTL.FE.ZS,16.444,Employment
BR,BRA,Brazil,2021,SP.ADO.TFRT,45.67,Health
BR,BRA,Brazil,2021,SP.DYN.LE00.FE.IN,76.401,Health
BR,BRA,Brazil,2022,NV.AGR.TOTL.ZS,5.76747490819457,Economic
BR,BRA,Brazil,2022,NV.IND.MANF.ZS,13.0740816282273,Economic
BR,BRA,Brazil,2022,NV.SRV.TOTL.ZS,58.0872310744068,Economic
BR,BRA,Brazil,2022,NY.GDP.MKTP.CD,1951923942083.32,Economic
BR,BRA,Brazil,2022,NY.GDP.PCAP.CD,9281.33334441234,Economic
BR,BRA,Brazil,2022,NY.GDP.PCAP.PP.CD,19876.8533546887,Economic
BR,BRA,Brazil,2022,SE.ADT.LITR.FE.ZS,94.9199981689453,Education
BR,BRA,Brazil,2022,SE.ENR.TERT.FM.ZS,1.31669998168945,Education
BR,BRA,Brazil,2022,SG.GEN.PARL.ZS,17.7387914230019,Rights
BR,BRA,Brazil,2022,SH.STA.MMRT,104,Health
BR,BRA,Brazil,2022,SL.TLF.CACT.FE.ZS,53.864,Employment
BR,BRA,Brazil,2022,SL.TLF.CACT.FM.ZS,73.1152436541333,Employment
BR,BRA,Brazil,2022,SL.UEM.TOTL.FE.ZS,11.515,Employment
BR,BRA,Brazil,2022,SP.ADO.TFRT,42.881,Health
BR,BRA,Brazil,2022,SP.DYN.LE00.FE.IN,78.094,Health
